,track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name,Genre
2760,3EZzghqykkfOB0Z8d0kTSt,Red Dirt Road,0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,3fVrL1hr7JAWTeFYW0akdf,260360,7/15/2003,67,0.555,0.868,5,-3.798,1,0.0403,0.0664,0.000117,0.116,0.479,136.12,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2761,6TefPQD0oc88BNALpu4U87,Must Be Doin' Somethin' Right,1By9QBFnjZAoI83BZppHlt,Billy Currington,01XmoBPJ8VwC6IyOEvGhy5,269586,1/1/2005,67,0.489,0.647,9,-3.424,1,0.027,0.205,0,0.0504,0.436,167.792,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2762,6Gfmj0HbpvxTdW0sdlzTDU,My Wish,0a1gHP0HAqALbEyxaD5Ngn,Rascal Flatts,5XPdkIryKSpTKW21HUtvV0,248280,1/1/2006,67,0.548,0.769,4,-4.853,1,0.0312,0.0307,5.53E-06,0.0867,0.388,135.712,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2763,2dRPQFwPqAmc42mDRnsDQu,All-American Girl,4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,5HwzpaqYOZABPnmvl5JYFX,212173,10/23/2007,64,0.624,0.805,9,-2.632,1,0.029,0.0466,0,0.328,0.77,123.991,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2764,4etE2X6t7GmyiuYLIdI8H5,Redneck Yacht Club,6ktyNEnEukKzskQEiXgCFD,Craig Morgan,4ovUdHrbzwtbtKMyU997Hl,230373,3/8/2005,66,0.49,0.817,8,-5.405,1,0.0355,0.455,0,0.0885,0.808,168.115,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2765,7A5CReD6yWe0rrkJym34QI,Do I,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,13pqUKo7eRvMKFGpfCGyEF,239413,1/1/2009,66,0.581,0.691,9,-5.33,1,0.0333,0.257,0,0.11,0.299,137.985,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2766,0SuzUhWAgStNIMZR4jEGgk,Here for the Party,0IdYRFTswLdsGwSnzOaGNF,Gretchen Wilson,5OYkhSnpSoztkCKind5tap,196760,5/11/2004,64,0.656,0.717,0,-4.871,1,0.0279,0.0127,1.22E-05,0.904,0.809,123.988,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2767,79YeQbd1p7MsuT7wHQLRYY,Mississippi Girl,25NQNriVT2YbSW80ILRWJa,Faith Hill,7dtjpzbhRH1dc2gM0FLrqh,232706,8/2/2005,54,0.499,0.765,9,-4.148,1,0.0521,0.113,0,0.0509,0.665,83.916,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2768,7zMcNqs55Mxer82bvZFkpg,Teardrops On My Guitar - Radio Single Remix,06HL4z0CvFAxyc27GXpf02,Taylor Swift,7mzrIsaAjnXihW3InKjlC3,203040,10/24/2006,66,0.621,0.417,10,-6.941,1,0.0231,0.288,0,0.119,0.289,99.953,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2769,0AkZjWYCMJ8wWiNex7LmkY,Travelin' Soldier,25IG9fa7cbdmCIy3OnuH57,The Chicks,1zgQkZFMRqx1Lz9GVXghLt,343496,8/27/2002,65,0.569,0.365,9,-7.047,1,0.0265,0.691,0,0.17,0.508,145.859,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2770,3dAgQFdruU8ufWc5GE05xC,She's Everything,13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,32LSfRBN2QI84fkkVX0edr,266920,8/16/2005,65,0.355,0.478,0,-8.323,1,0.0334,0.569,2.88E-06,0.194,0.271,102.967,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2771,6dWGSm15Vj6m7qLKEO85ZN,I May Hate Myself In The Morning,738OS3zrCO782uDiUN9pet,Lee Ann Womack,7unRtRZHDFAMqVNEAQjlDs,272866,1/1/2005,52,0.439,0.417,1,-10.226,1,0.0275,0.224,5.22E-05,0.0767,0.3,173.727,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2772,7uPReljrrTaqzDCcx4JHmi,What Kinda Gone,1zhIzONVRlTfD1VQRauHMl,Chris Cagle,1dWIW99cXa2sq9CipTsksd,181613,1/1/2008,65,0.494,0.861,5,-5.236,1,0.0365,0.257,0,0.103,0.668,172.052,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2773,7dFSHwa7BNZvWlOuYsvFpy,Red High Heels,021hNAnkFIbyFyL97br6NB,Kellie Pickler,5bFtvUDukm5P0idSnW7M7n,222853,10/31/2006,55,0.626,0.842,5,-3.74,1,0.0337,0.13,0,0.0734,0.54,115.72,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2774,6Ozp6ac86CSHMik8lbvJuM,Love Like Crazy,5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,0Iybpv18tfdTUqJ6mhhZb8,217386,6/8/2010,64,0.535,0.725,10,-5.108,1,0.0275,0.0203,1.45E-05,0.176,0.292,78.489,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2775,32jHB7W9b08OTorAqR0cJo,I Love This Bar,2bA6fzP0lMAQ4kz6CF61w8,Toby Keith,7xPAsIGxs8It3pVWnZEHan,335333,11/4/2003,64,0.608,0.825,2,-6.303,1,0.0419,0.024,0.00656,0.346,0.454,115.049,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2776,08NPIspzvBNj88lHalgA4V,White Liar,66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert,3uczBfJFFSNjSiF8ScC1pA,287760,9/24/2009,57,0.35,0.777,10,-4.33,1,0.0336,0.0499,0.000738,0.413,0.42,185.046,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2777,2GgIDaPLsowybB3WgxLWUj,Pickin' Wildflowers,4AgQTHagFdBq8VL791lSXz,Keith Anderson,3r8vRtmMzWdLYUQCgMk12y,185920,2005,64,0.561,0.716,8,-3.341,1,0.0291,0.0353,0,0.122,0.667,152.089,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2778,0WB48shl2wAH4KqyQkQ8nJ,Brokenheartsville,4aJTB79uwT4sP0Nb8QGWHc,Joe Nichols,1IgWZ4xGJQwzQbUvob3f92,230360,1/1/2002,63,0.686,0.631,10,-5.182,1,0.0232,0.126,0.000183,0.107,0.509,103.953,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2779,5FIp4LrsffxiHLhmmpCbCx,A Little Bit Stronger,7qvsLYsYP0MHD7jkdv6DAG,Sara Evans,03WjhytqhNAvfJI5DeNZUO,301986,3/7/2011,63,0.536,0.65,2,-5.603,1,0.0337,0.282,1.16E-06,0.0876,0.288,147.93,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2780,2WQAknZHrJAEQOFXe0F44P,Austin,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,4BRHk20nhD24APuvO9PvC8,230333,7/31/2001,63,0.605,0.609,7,-7.063,1,0.0278,0.188,0,0.0982,0.275,119.914,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2781,7vSn3VNbzOtPebdj6ZSebj,If You're Going Through Hell (Before The Devil Even Knows),2qgvmDsc4jrqbAbjq1HGM2,Rodney Atkins,5YG0aqiSCfhcWmW2KEsSWJ,216773,7/18/2006,63,0.566,0.898,9,-3.659,1,0.0634,0.0613,0,0.126,0.791,115.954,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2782,6OqdF0vHI9xkqswI7EK0cD,Cowboy Casanova,4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,3iLrVuA1k7onNmZTuUQH4u,236786,2009,63,0.597,0.82,5,-2.529,1,0.0582,0.0328,0,0.119,0.576,119.969,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2783,4D8uIY6Wzj7dJDaw0dW0UF,Something to Be Proud Of,3bGXaFVQLASmDMdjjeJr8a,Montgomery Gentry,6yITsogKnqqWkEKqODSrDG,256600,5/18/2004,63,0.645,0.693,0,-6.481,1,0.0344,0.0811,1.22E-05,0.175,0.553,97.555,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2784,0jSIovJtKxEXH6vI4oRx7I,Mr. Mom,3qbnxnvUqR14MJ9g8QwZJK,Lonestar,3ZWRZwJXoyajqbbNGmzEpY,208693,5/13/2004,63,0.505,0.842,10,-3.316,1,0.0475,0.0576,0,0.111,0.671,172.136,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2785,6LCEyZZHFF4ebF1Mike1s5,Not Ready to Make Nice,25IG9fa7cbdmCIy3OnuH57,The Chicks,2NeJdEWras0uSuzLPlJZk5,237296,5/23/2006,62,0.425,0.554,6,-4.145,1,0.0298,0.134,8.56E-05,0.0963,0.288,83.917,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2786,4b0XF7CDpJEBAdVHMw7amV,Just Got Started Lovin' You,3VStI6m5Ig9FAyUaa0lYAP,James Otto,79uExtsVJH2aNcS2Xu4Cim,234640,4/7/2008,62,0.705,0.606,7,-7.047,1,0.0243,0.159,0.00149,0.242,0.876,98.001,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2787,0axUHkhMMY0YSC1jFBVWqv,Amarillo Sky,3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,22yhkGIMlyXRYzXZbH5OBA,202546,7/26/2005,62,0.491,0.776,2,-3.887,1,0.0393,0.314,0,0.146,0.428,154.988,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2788,1S4fpfX2u0hzFD9vb6FEB6,Three Wooden Crosses,1pTuR132U5b4Rizal2Pr7m,Randy Travis,0UCCMRZib7d6eCdEWQiPJ3,201266,4/21/2015,62,0.523,0.501,1,-9.276,1,0.0366,0.459,0,0.0818,0.391,158.179,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2789,4gzeYkzuzxuzAUTsGcdjqA,It Won't Be Like This For Long,7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,4HJ13QK0o292BbCtqww9BK,219000,1/1/2008,62,0.584,0.524,4,-6.001,1,0.0287,0.335,0,0.11,0.389,143.863,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2790,63u5QGp9dKXAoYTVKUKBYn,Watching Airplanes,37W8SKV5Vc8lcGtdyWCA5m,Gary Allan,2iShcXr1PRM3VMF15iHwP8,242946,1/1/2007,62,0.374,0.711,11,-3.587,1,0.0354,0.547,4.12E-05,0.147,0.468,160.001,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2791,3wimPgsJv0hEgP5A3sQ7Ag,I'm Gonna Getcha Good,5e4Dhzv426EvQe3aDb64jL,Shania Twain,4h6bh60fEl4GAZiPhmrgMx,269400,1/1/2002,62,0.723,0.789,1,-4.813,1,0.0302,0.0441,0,0.0612,0.946,124.013,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2792,7kWeSMXLxUHHOkFxsS0vhP,Some Beach,1UTPBmNbXNTittyMJrNkvw,Blake Shelton,6Dx1pg8UVVauDZajxg62RA,204826,10/26/2004,62,0.787,0.765,0,-6.331,1,0.0265,0.231,1.79E-05,0.323,0.964,115.979,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2793,3VHevS1BocAcrihLnl11DG,I Wanna Talk About Me,2bA6fzP0lMAQ4kz6CF61w8,Toby Keith,6Wl6e47SHuCOoweTGGd1TG,183960,8/10/2001,62,0.765,0.87,5,-5.191,1,0.0499,0.168,0,0.125,0.684,106.06,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2794,2HqCaO7BV010qXS5FuiTED,Long Black Train,7vCtweS8UVAXTyau2j0rDT,Josh Turner,7DgePplMBaKbi8l5c8s64n,250626,1/1/2003,61,0.537,0.699,10,-6.615,1,0.0399,0.237,2.27E-05,0.114,0.814,84.905,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2795,5d98TnYzxQmFE4vKgzWXuT,Wasted,4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,0kys2jaKAiDPfNBd4z7LAg,274266,11/14/2005,54,0.548,0.775,8,-3.285,1,0.0306,0.0936,0,0.0721,0.311,94.998,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2796,1fmi1hOBtH8xfUiWz4LVtE,That's What I Love About Sunday,6ktyNEnEukKzskQEiXgCFD,Craig Morgan,4ovUdHrbzwtbtKMyU997Hl,201493,3/8/2005,61,0.6,0.56,8,-6.311,1,0.0325,0.479,0,0.111,0.417,139.469,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2797,0ElpjZyX8YBiXuYcDC1Ci9,19 Somethin' - Greatest Hits Version,0dlwjJe4kg9TgOMN184bJF,Mark Wills,5HvSGPXR4k3PHspJrJTIqw,200466,1/1/2002,61,0.58,0.816,4,-5.165,1,0.0726,0.132,0,0.0776,0.814,89.938,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2798,0nprj2O0teCglthuhzTG5o,Chicks Dig It - Single Edit,1zhIzONVRlTfD1VQRauHMl,Chris Cagle,3qFNiOv7yX8pueke4P6Z8c,210560,1/1/2003,60,0.596,0.921,7,-4.987,1,0.0504,0.0221,0,0.303,0.703,104.024,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2799,539dFCMA8lfEElDPgGpcIB,All My Friends Say,0BvkDsjIUla7X0k6CSWh1I,Luke Bryan,2WqHN90AQgk95Str6hWCt9,242800,1/1/2007,60,0.683,0.9,9,-4.422,1,0.0333,0.0439,0,0.177,0.962,117.036,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2800,0XfFxeXzMkIy5SWAVpOQin,Don't Think I Don't Think About It,7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,4HJ13QK0o292BbCtqww9BK,183306,1/1/2008,60,0.578,0.752,9,-5.264,1,0.033,0.0275,0,0.125,0.405,149.689,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2801,58rdbCe3SBJuJeWEJa8Htm,Modern Day Bonnie and Clyde,2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,2ewYJg5AuA9bXWrvOs1mtB,284173,10/1/2000,60,0.647,0.874,9,-5.075,0,0.0337,0.101,1.79E-05,0.277,0.918,89.727,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2802,5jFid6SUnYqohvNvNuZvIz,These Are My People,2qgvmDsc4jrqbAbjq1HGM2,Rodney Atkins,5YG0aqiSCfhcWmW2KEsSWJ,213653,7/18/2006,60,0.558,0.896,0,-3.687,1,0.0545,0.0316,0,0.528,0.63,90.064,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2803,4LlNoNZflek4hZyZigCxpW,Just Another Day In Paradise,1XhhO2dTs2fKyhILj0aam6,Phil Vassar,5F5mOJ0WkMwpqVkK1AwMHC,233880,2/21/2000,60,0.596,0.706,2,-5.562,1,0.0261,0.359,0,0.36,0.705,146.095,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2804,1VnQfAPIHwFImjfO9gnyUt,Leave the Pieces,2jI32eTOcSx2bn1MGgRyei,The Wreckers,0KxzAA13yiDK4rchYytEhe,210560,2006,60,0.514,0.679,6,-6.117,1,0.0273,0.0255,0,0.0594,0.496,164.109,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2805,5eQtR62IZ8P8qZM2pSD9Ip,Forever And For Always,5e4Dhzv426EvQe3aDb64jL,Shania Twain,19y6fI4VdbDlLVtACuvcdm,283000,1/1/2002,60,0.469,0.722,6,-4.806,1,0.0326,0.232,0,0.123,0.529,85.984,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2806,6vMiU1tMnWXkWlmMWjX6ZN,More Like Her,66lH4jAE7pqPlOlzUKbwA0,Miranda Lambert,4y5aIMkIOdo6z1c8qsI6xb,208866,5/1/2007,53,0.556,0.393,11,-6.589,1,0.025,0.238,0,0.0979,0.213,132.746,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2807,6CkydK3NOAMScIhViRzXoB,Ain't Nothing 'Bout You,0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,1ZXM9jY3Bsg12KXgwftBrO,199413,9/8/2009,60,0.325,0.887,0,-4.199,1,0.0569,0.144,1.35E-06,0.431,0.705,202.339,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2808,7xoBJ4hih949Jeu5ZfzBai,Gimmie That Girl,4aJTB79uwT4sP0Nb8QGWHc,Joe Nichols,3zxEHlYXrIXseV7gTl3CQ0,185453,2009,59,0.5,0.9,2,-3.577,1,0.117,0.205,0.000251,0.694,0.675,162.249,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2809,3SRuODYNV4j2ckkJ9Samju,Nothing On But The Radio,37W8SKV5Vc8lcGtdyWCA5m,Gary Allan,4xBILuasKLadf6hitvo5mG,212026,1/1/2003,59,0.679,0.736,9,-5.954,1,0.026,0.0572,9.25E-06,0.139,0.664,109.444,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2810,2LLcI3oU4CedCQDV5tJ1SK,Concrete Angel,3P33qFNGBVXl86yQYWspFj,Martina McBride,467Cag6qid9mjW2hpnIcFi,253000,9/17/2001,52,0.622,0.392,1,-9.737,1,0.0253,0.498,0,0.146,0.274,77.991,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2811,73njvNJmgXA180vTPkA16C,Find out Who Your Friends Are,2BQVRw9md4UKcGUrDXABCD,Tracy Lawrence,6DsSd8fEi5UscgNOHoZrSz,227840,1/30/2007,59,0.524,0.797,2,-4.777,1,0.0329,0.209,0,0.286,0.783,159.859,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2812,1VdHooAMVaGXPSty8pifv9,Honky Tonk Badonkadonk,79FMDwzZQxHgSkIYBl3ODU,Trace Adkins,2ZdBjpNzKeluVjBdZ4x12j,240093,1/1/2006,58,0.536,0.943,11,-5.317,0,0.108,0.399,2.27E-05,0.225,0.622,123.759,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2813,1CjQCQsl9FDb3WhjGcFOzG,There Goes My Life,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney,052CF6cpp0nAH67yuUrIp7,302666,1/22/2004,59,0.577,0.483,4,-8.141,1,0.0324,0.0337,6.22E-06,0.3,0.218,135.77,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2814,5pyB5WEAEwqwl18UaBLeBl,Small Town USA,30e8DmahrEamvLbFRPdWmk,Justin Moore,7yI8ppmq1tmqF09Qbi1tcj,218853,1/1/2009,58,0.594,0.601,6,-5.996,1,0.029,0.122,5.69E-06,0.181,0.531,131.931,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2815,0WYbR2GSfl4ehvmLmcpAqi,Hicktown,3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,22yhkGIMlyXRYzXZbH5OBA,306026,7/26/2005,58,0.697,0.877,6,-3.885,1,0.0348,0.00913,6.93E-06,0.0726,0.768,121.534,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2816,2rQyI7A1yTvTXJ9J4qFmmN,Mud On the Tires,13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,10XgYRGRtKApBh2P1K9yHS,206720,11/2/2010,58,0.448,0.824,2,-5.508,1,0.0478,0.294,3.81E-05,0.662,0.463,185.217,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2817,5xErd5QhOvTKFU7l8dffWC,Red Ragtop,6roFdX1y5BYSbp60OTJWMd,Tim McGraw,76TexugJVi7Eg8suRNpQg6,283560,11/26/2002,57,0.551,0.671,7,-7.888,1,0.0286,0.191,2.49E-06,0.202,0.561,77.066,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2818,2CVJECHIdpe8otFH0XFI4F,My Front Porch Looking In,3qbnxnvUqR14MJ9g8QwZJK,Lonestar,6FoiXUlfC8amjO8yqmYZM5,223573,1995,57,0.529,0.811,5,-5.62,1,0.0511,0.0317,0,0.311,0.454,102.703,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2819,4mpUaApNea2QhQshM4xyr4,Brand New Girlfriend,0iYwcf0XreyCAswJOJMOII,Steve Holy,3BwESVFJX9UiKmLEoPGVgo,220186,8/8/2006,57,0.669,0.861,2,-3.547,1,0.0929,0.0273,0,0.0586,0.72,133.82,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2820,7MevrbPAGEaw1IgkaBmv82,Play Something Country,0XKOBt59crntr7HQXXO8Yz,Brooks & Dunn,1ZXM9jY3Bsg12KXgwftBrO,195586,9/8/2009,57,0.685,0.909,0,-3.797,1,0.032,0.0782,1.25E-06,0.369,0.864,115.043,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2821,4O4hiA7KxHhzv3s0QIHDlz,You Look Good In My Shirt,0u2FHSq3ln94y5Q57xazwf,Keith Urban,1O87Gkgvc6QR1JRpMkgnE7,227733,1/1/2002,57,0.653,0.865,7,-6.395,1,0.0325,0.0075,1.18E-06,0.0629,0.828,116.966,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2822,4Ng7hGdPwpINleVecBWiOO,Free And Easy (Down The Road I Go),7x8nK0m0cP2ksQf0mjWdPS,Dierks Bentley,4iUwiEhZk4bbaoA6qiZSy6,201120,1/1/2008,56,0.557,0.825,6,-4.657,1,0.0283,0.00525,0.00164,0.177,0.841,120.017,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2823,6ej1QJ8eIYmhsyTlvgDajy,Where I Come From,4mxWe1mtYIYfP040G38yvS,Alan Jackson,26w8J2SKCxa80Bwq6G8ctN,239240,11/19/2010,56,0.726,0.631,11,-8.136,0,0.0334,0.22,0,0.193,0.746,124.711,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2824,65Jn2gZWMren03Rz0fCMqs,Why,3FfvYsEGaIb52QPXhg4DcH,Jason Aldean,22yhkGIMlyXRYzXZbH5OBA,213733,7/26/2005,57,0.568,0.695,9,-3.828,1,0.0294,0.0688,0,0.15,0.218,135.926,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2825,79DjV1vsU6yVoCbrQNNDdI,We Danced,13YmWQJFwgZrd4bf5IjMY4,Brad Paisley,3t0TWByW3sYvBsJFzmDRVk,226226,6/1/1999,56,0.592,0.39,9,-10.642,1,0.027,0.477,0,0.12,0.143,146.039,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2826,44xWtabQzBHKXxD0UVLSNQ,Last Name,4xFUf1FHVy696Q1JQZMTRj,Carrie Underwood,5HwzpaqYOZABPnmvl5JYFX,241053,10/23/2007,59,0.395,0.869,3,-3.154,1,0.109,0.194,0,0.0874,0.688,159.833,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2827,3TNoNv8Z80M3pfm6CcODsh,One More Day,0svyIX7Xu3DVMkrOtB88i6,Diamond Rio,43WoT1H0ferVcZ0NVjOubF,216173,2/2/2001,55,0.668,0.405,4,-7.629,1,0.0277,0.592,0,0.115,0.234,131.064,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2828,0eHT8N5YQglv8cYYizXvSw,Good Morning Beautiful,0iYwcf0XreyCAswJOJMOII,Steve Holy,3xivtrhzLC6LMEu9W56gvw,210933,10/3/2000,56,0.565,0.5,7,-8.822,1,0.031,0.452,0,0.137,0.242,70.984,37i9dQZF1DXdxUH6sNtcDe,2000s Country,Country
2829,4w3tQBXhn5345eUXDGBWZG,9 to 5,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,64Ky1tqKPfwxhJs6msphWd,162466,1980,77,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54E-06,0.631,0.813,105.39,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2830,5QxFcHmC8KjEyTqihiZokY,All My Ex's Live In Texas,5vngPClqofybhPERIqQMYd,George Strait,7AwvNqwI3PS9zJ8NFgIAWB,200840,1/1/1987,58,0.764,0.336,9,-16.024,1,0.0302,0.241,9.29E-06,0.118,0.697,130.565,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2831,4mnOVRRXsaqg9Nb041xR8u,Islands in the Stream,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,3QmIn4Ilj5fV1eRbYzt21P,249360,10/30/2009,64,0.592,0.473,8,-9.834,1,0.0354,0.681,0,0.0732,0.741,203.989,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2832,4BcrWCZPXuoGU0SnAsJW1s,He Stopped Loving Her Today,2OpqcUtj10HHvGG6h9VYC5,George Jones,7poo7LkjfXMcKLK8lAkD1p,197400,7/14/1998,54,0.333,0.232,8,-14.605,1,0.0366,0.785,0.000548,0.252,0.398,144.788,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2833,5K1HsMKNWMrxADlqAUjpIp,"Miami, My Amy",0bc7dhY6YXL35m1G0jVwuW,Keith Whitley,2KtKTDPHET53VNgccwlYvj,207146,10/1/1985,60,0.643,0.34,5,-15.305,1,0.0294,0.383,2.56E-06,0.306,0.466,108.489,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2834,2uX5f3x2cObov0iDAPln4o,Song of the South,6rJqqRce0Kvo2dJUXoHleC,Alabama,1jafIRrPVaBkcwl3TC0C8T,190800,1980,68,0.486,0.633,9,-8.414,1,0.0365,0.176,0,0.312,0.669,162.158,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2835,0VU5k3vCrpqDgUygMjiFYj,Copperhead Road,2UBTfUoLI07iRqGeUrwhZh,Steve Earle,6IjDVtuYfRW1KjqQy2UzPJ,269920,1/1/1988,67,0.372,0.588,7,-15.493,1,0.0411,0.0213,0.000103,0.0525,0.706,162.874,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2836,5vXsj8L4DK1gGQ43BBG028,We've Got Tonight,4tw2Lmn9tTPUv7Gy7mVPI4,Kenny Rogers,50Mjw5tM0p8GZYT2sGgzIa,234560,2/11/1983,66,0.543,0.227,8,-11.247,1,0.0298,0.767,4.29E-05,0.103,0.292,123.548,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2837,269tQZZrPkJrWTpgK915BW,I Will Always Love You,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,57T5WXyeDI1wJzvoGva1GS,173960,6/28/2005,46,0.439,0.153,9,-12.319,1,0.0333,0.947,0.000202,0.118,0.18,135.256,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2838,3xx0jE52PbtvwXgNaBUdch,Deeper Than the Holler,1pTuR132U5b4Rizal2Pr7m,Randy Travis,7vc42OZvG6c1vTz7GOmzTh,219080,7/12/1988,65,0.647,0.482,5,-8.591,1,0.0262,0.29,0,0.232,0.437,142.648,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2839,0zvNHIL7ci0ZzIoWU6RO2u,I Love a Rainy Night,0jgAONnsHxrwAlhkMUVS78,Eddie Rabbitt,6DLnBf2xooYa5UniuggpnD,191066,1991,65,0.685,0.718,0,-7.724,1,0.0521,0.122,0,0.0556,0.958,131.463,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2840,2xYQTU2bbg6WVAmpY1eae4,Always on My Mind,5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson,5lSPP40Df9t2nkusLZtXTb,212666,2/1/1982,64,0.524,0.261,2,-13.868,1,0.0272,0.755,0.00105,0.144,0.201,73.36,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
