,track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name,Genre
2841,0bM1z18RQpr61UuI1LemIK,Dixieland Delight,6rJqqRce0Kvo2dJUXoHleC,Alabama,0eMs6LyA1bTZm8Mx8FPshM,322093,1983,64,0.444,0.414,2,-15.04,1,0.0325,0.163,2.07E-05,0.053,0.573,95.73,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2842,11y8GSP2ASv8S9n0FiiDva,Angel Of The Morning,4L1z1IcfK7lbqx8izGHaw5,Juice Newton,13TOuCZy3QU2Tt1llKPUqc,250440,1/1/1981,59,0.452,0.313,8,-9.309,1,0.026,0.433,2.60E-05,0.0772,0.344,75.806,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2843,4wt2PBgqXZbvRiWSHDc4O4,The Ride,6nwh8AhPpbwOUnHZJWrHT6,David Allan Coe,4ThqzeQR2AiwZiqSUQHSib,190133,4/1/1983,63,0.668,0.429,5,-12.365,1,0.0464,0.241,0,0.129,0.531,83.504,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2844,5Pj5zrq2nbKcAekH1AxbrO,Lady,4tw2Lmn9tTPUv7Gy7mVPI4,Kenny Rogers,5Cum33m0MK39JjWvbGO8bQ,231866,1/1/1993,62,0.362,0.183,3,-16,0,0.0347,0.861,0.000234,0.0932,0.2,136.646,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2845,4O7sDupv5V7qEBk96qOZyi,Simple Man,12d4iIvTOk7JkI6ecvc3ca,The Charlie Daniels Band,3ntl3KgaLDbSnnuai9AusB,202506,10/17/1989,62,0.592,0.383,9,-13.076,1,0.0494,0.654,0,0.0982,0.485,78.954,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2846,2h1Xj6D76ygKS3tu9DgIY5,Slow Hand,7gi3jmwpUpNWdswT8eEprF,Conway Twitty,4IBg62LpRIejaV7VFcsyl9,174640,1982,61,0.796,0.337,5,-18.041,1,0.0334,0.22,0,0.115,0.858,106.923,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2847,4G9eIyEcVwLoG7kYNFpSII,Ocean Front Property,5vngPClqofybhPERIqQMYd,George Strait,7AwvNqwI3PS9zJ8NFgIAWB,188533,1/1/1987,60,0.656,0.326,2,-15.756,1,0.0283,0.111,0,0.25,0.787,78.298,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2848,56BG1hMSEkIN7IA2E4xNuN,Baby's Got Her Blue Jeans On,1fMdO9vLUd6wW4jbMeNiup,Mel McDaniel,1RV4I709P5rn8oIDMJfiQo,179653,2/22/1985,60,0.871,0.714,10,-6.413,1,0.0307,0.237,1.94E-06,0.072,0.962,106.797,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2849,5oheUEVCpJllnImTs5nNiS,Why'd You Come in Here Lookin' Like That,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,10jK6LkJr9Dav78dhsXZJY,152506,5/30/1989,56,0.615,0.759,4,-7.722,1,0.045,0.693,0,0.0848,0.96,175.249,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2850,0E7O4jaoBZv7CGC8oRk61T,Just Another Woman In Love,7d7q5Y1p2QWS4QRAhTQR5E,Anne Murray,7wKiJQImtpNT3kBy5QVPSX,175800,1/1/1994,60,0.639,0.495,10,-9.446,1,0.0265,0.572,0,0.326,0.491,94.32,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2851,2jQw7zMJO4fekTbP7iVA4v,"I Was Country When Country Wasn't Cool - Live At The Roy Acuff Theater Nashville, TN, 1981",67BqBdApdbZ0onglFqRoTg,Barbara Mandrell,7ebVeMz1gjFIhINj22oLx7,223000,8/7/1981,48,0.607,0.389,0,-17.901,1,0.0405,0.375,0.000193,0.953,0.509,105.01,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2852,2hckAvL66faAcR0Fk64hj6,Pancho and Lefty,2ptmyXoL7poH6Zq62h1QT9,Merle Haggard,1JWqodXuHDoGHqxyATcPJb,287626,1981,59,0.693,0.454,2,-12.44,1,0.0332,0.796,0.000154,0.143,0.54,122.641,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2853,0mG66FLhO0iZ6XCAGdjpax,Elvira,3XnO697XIus1M0cMuxZjos,The Oak Ridge Boys,5B089xYxcKyuZOE2B9jj1J,225626,1/1/1981,59,0.825,0.285,8,-17.491,1,0.0326,0.188,0.00131,0.0539,0.86,126.946,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2854,62ZRHYSOIT9WeZnz18kTHS,Guitar Town,2UBTfUoLI07iRqGeUrwhZh,Steve Earle,3bEnaGjQRqfoqNkAQtO1Uy,155266,1/1/1986,59,0.661,0.496,7,-15.53,1,0.0357,0.229,0,0.0753,0.948,165.549,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2855,0LATteOxdYq4vXTNZ97r77,"Guitars, Cadillacs",2sxmKe3CUrWnx7eoXMhOlW,Dwight Yoakam,5AlW0VTEaK7DuekbCSOhdm,185239,1984,59,0.581,0.917,9,-3.519,1,0.0746,0.262,0.178,0.141,0.86,171.661,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2856,2mEAWmVDub6PSF8pZXInrS,Mama He's Crazy,7MSTO40bsb3DOJQT6xLsIc,The Judds,7ddhrJqVCguGmLhvffzxkA,194760,10/15/1984,53,0.728,0.398,7,-11.036,1,0.027,0.34,0,0.137,0.425,95.959,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2857,7sNKhnl4MZnHdMzvmC4jG5,I Wouldn't Have Missed It For The World,6Sb8EHpZvyjSTT5KD9DjUZ,Ronnie Milsap,4rfNPJR54mFLPz6FzV2TI8,217826,8/1/1981,59,0.663,0.511,7,-10.843,1,0.0259,0.0637,1.09E-06,0.101,0.579,114.003,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2858,5CwZU4BVFX0dyqG1gKfHHr,The Fireman,5vngPClqofybhPERIqQMYd,George Strait,40FQbBUr9JVZ5pWIQMG9JF,154360,1/1/1984,58,0.664,0.601,2,-13.379,1,0.0616,0.137,3.09E-05,0.0567,0.934,168.979,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2859,3mM14WXoPaLRjjkmxHe99L,Coal Miner's Daughter - Single Version,1FE0rls8gfQT3laAeRYNgl,Loretta Lynn,2SayIIdZkrtb9I4BbdnyOr,180960,1/4/1971,58,0.604,0.354,9,-14.07,1,0.0313,0.836,0.00474,0.103,0.635,137.349,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2860,7BjmEKAVTnJNkRNaUzBy2K,Mountain Music,6rJqqRce0Kvo2dJUXoHleC,Alabama,4oFLKch6Zh0YanY9Uj2s8z,218613,10/8/2004,58,0.467,0.526,9,-9.982,1,0.0433,0.119,0,0.124,0.753,109.555,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2861,3EFgVWb1TAYP3CF17BB4fU,The Sweetest Thing (I've Ever Known),4L1z1IcfK7lbqx8izGHaw5,Juice Newton,0fSvQOkU8rRgcsW6MerdVw,248133,10/19/1988,44,0.38,0.228,7,-14.373,1,0.0261,0.602,0,0.154,0.181,77.177,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2862,5pvNhGuCow3Eq1nWbP3Sco,Lookin' for Love,45rAZqRt5nUUMatQzk8qJu,Johnny Lee,6AxUdkfWrqHQxQEHKbqL47,220440,5/6/1980,58,0.74,0.394,2,-15.126,1,0.0331,0.586,0.000215,0.316,0.78,123.689,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2863,27876bQcDNkZhWqvF0zfFN,Wildflowers - 2015 Remaster,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,4sQEu1QnbFvtYItC4mQSO4,216573,3/3/1987,57,0.609,0.368,10,-13.338,1,0.0294,0.762,6.28E-06,0.335,0.618,90.373,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2864,5BYOLEoFD1fWokKncxz7BQ,You Look So Good In Love,5vngPClqofybhPERIqQMYd,George Strait,7x8avOLIjaENw4csHfd40c,193400,1/1/1985,57,0.642,0.233,9,-16.568,1,0.0298,0.435,0,0.105,0.333,114.495,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2865,51EKPuV1uAWryjNMqZLtgJ,Seven Spanish Angels (with Ray Charles),5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson,4tgLQ8VwHXVBkRi3beX95g,231026,1984,57,0.549,0.287,5,-13.135,1,0.0362,0.373,0,0.115,0.382,132.439,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2866,7ySh3j4kcq2mtxfjshPJSG,"Lord, I Hope This Day Is Good - Single Version",4Ti0EKl2PVEms2NRMVGqNe,Don Williams,602qOPthGmBSYnvrSrLgKk,249906,1/1/1981,56,0.526,0.388,2,-17.983,1,0.029,0.252,0.00137,0.114,0.702,173.82,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2867,0uEuAQ0c5yittMpxJ3l5iR,Rockin' With The Rhythm Of The Rain,7MSTO40bsb3DOJQT6xLsIc,The Judds,5sUOntUxlMmGEND5wboCTq,161333,10/30/1985,54,0.771,0.475,0,-9.354,1,0.0301,0.141,0,0.0555,0.774,143.169,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2868,0RbaD2rw0HmpfflXFH9DKu,The One I Loved Back Then (The Corvette Song),2OpqcUtj10HHvGG6h9VYC5,George Jones,0SRwLRes0ubEsYsjM9F5uL,150520,8/1/1985,56,0.644,0.468,2,-11.824,1,0.0953,0.517,0,0.162,0.959,159.498,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2869,0u1mi4pYlXkx0rxgCbtyqv,Old Flames Can't Hold a Candle to You,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,1zdDoTRBMsZNywgmlin186,203026,4/14/1980,46,0.555,0.196,2,-13.381,1,0.0288,0.405,6.49E-06,0.112,0.272,137.092,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2870,7MYCBhcWtRSJ7YXTfIHlI8,Big City,2ptmyXoL7poH6Zq62h1QT9,Merle Haggard,1JWqodXuHDoGHqxyATcPJb,179333,1981,56,0.707,0.401,4,-14.222,1,0.0533,0.275,0.000296,0.201,0.602,136.188,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2871,2lCGAGpqgQIolNfpnycIZk,When You Say Nothing at All,0bc7dhY6YXL35m1G0jVwuW,Keith Whitley,4oj3skAMdx0abpd3XtOrOo,222493,8/7/1990,56,0.673,0.346,3,-12.803,1,0.0245,0.721,4.48E-06,0.0475,0.396,80.012,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2872,5B7f2auRhwkl5OjC2bQ58f,Streets of Bakersfield,2sxmKe3CUrWnx7eoXMhOlW,Dwight Yoakam,1NZ8YBYnruBPeKLuvTBARx,168213,1988,56,0.74,0.703,9,-11.87,1,0.0576,0.0399,5.69E-06,0.0378,0.816,106.878,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2873,0qXUwQbZHFnhAGCgqwz2lR,Meet Me In Montana,55yEsJBqyn27JPsw5hHzqi,Dan Seals,7fAh0pvsmKl2HbkuUmoiMI,236626,1/1/1985,56,0.661,0.389,10,-12.292,1,0.0301,0.393,1.04E-06,0.0902,0.515,124.147,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2874,3PkASUKHoNOWzGmDkwnnG5,Love Me Like You Used To,7dmeVSH4lJqxXU7C87dKIB,Tanya Tucker,4QX9956IEsmpWCJtfwa7b5,229600,8/1/1987,52,0.58,0.155,10,-17.386,1,0.0278,0.729,0,0.0859,0.479,89.339,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2875,1KeWCjmGE74qeB3OSbB5Ax,Drinkin' My Baby Goodbye,12d4iIvTOk7JkI6ecvc3ca,The Charlie Daniels Band,3JqqXqQBFwdWb9MHfCf0SP,221706,1985,55,0.536,0.907,9,-10.249,1,0.0559,0.364,5.22E-06,0.103,0.893,177.352,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2876,5j2yIrnbgDW51GM95ZjqDj,What's Forever For?,4jL1usPiGDK8TD46zJP4gu,Michael Martin Murphey,4oNkliPdTLg2FHIDp4PgDN,171906,1982,55,0.551,0.214,0,-16.631,0,0.0282,0.47,0,0.141,0.294,75.268,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2877,7xRind9RPsvGHWR0qbGmfE,"Theme from ""The Dukes of Hazzard"" (Good Ol' Boys)",7wCjDgV6nqBsHguQXPAaIM,Waylon Jennings,4CvOd5ePKV2kpxayVWGlnq,126586,1978,55,0.589,0.848,5,-10.998,1,0.0383,0.108,0.127,0.125,0.913,147.564,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2878,5KW0yv8MLurjPifL8pajWn,I'm Gonna Hire A Wino To Decorate Our Home,2SmICejsbfW9xy1ZFt9C1q,David Frizzell,1YPDFisVWQgtb8NNS4r469,237306,1982,54,0.616,0.462,7,-12.398,1,0.211,0.368,0,0.257,0.832,162.236,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2879,2bRnP6FjtlASGsDtcgRVuI,(There's) No Gettin' Over Me,6Sb8EHpZvyjSTT5KD9DjUZ,Ronnie Milsap,4rfNPJR54mFLPz6FzV2TI8,199680,8/1/1981,54,0.595,0.447,1,-10.342,0,0.0323,0.627,0.000586,0.3,0.787,200.528,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2880,5toaXJWnmQCnGRh8eOrEwE,Have Mercy,7MSTO40bsb3DOJQT6xLsIc,The Judds,5sUOntUxlMmGEND5wboCTq,203733,10/30/1985,52,0.858,0.66,2,-7.953,1,0.029,0.231,0,0.189,0.933,123.299,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2881,225W9qCk2o51QyFZiEVDW9,If You're Gonna Play in Texas (You Gotta Have a Fiddle in the Band),6rJqqRce0Kvo2dJUXoHleC,Alabama,4oFLKch6Zh0YanY9Uj2s8z,203240,10/8/2004,54,0.522,0.651,9,-9.817,1,0.0465,0.115,0,0.0585,0.818,111.01,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2882,6o7BCdJjGvHBBPMb4ZrA68,Country Club,2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,3DcqxxwxranqrA4zTGmzmo,190800,1990,54,0.805,0.57,4,-8.215,1,0.0272,0.194,1.46E-05,0.106,0.76,126.478,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2883,7tSZJ9iI3634Sqtd6Uvl49,Are the Good Times Really Over (I Wish a Buck Was Still Silver),2ptmyXoL7poH6Zq62h1QT9,Merle Haggard,1JWqodXuHDoGHqxyATcPJb,253293,1981,54,0.616,0.217,0,-15.439,1,0.0335,0.808,0.000109,0.122,0.141,130.613,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2884,0ImxI6CSbQsrYdhv9C8eUO,A Lesson In Leavin',2pvPkEAN9xSrDrIVUOxWMB,Dottie West,7B0UmyvEgRMfLGgCOmtsER,180773,11/1/1979,44,0.767,0.476,11,-8.881,1,0.322,0.27,0,0.0619,0.964,75.069,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2885,2s1gKDfyy4wTv5gzZleWUT,Two Dozen Roses,36eTeLNx8ErucrEyRm6JOo,Shenandoah,18ziyK5CNjFNboOBH8o2it,223613,1994,54,0.695,0.502,4,-12.01,1,0.0279,0.327,0,0.097,0.543,117.083,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2886,6cmv1w0ezmtjT1V61PG3lk,Real Love,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,2JcQQnzKJABvKWNZB3MyuS,233693,1/21/1985,42,0.437,0.476,7,-10.545,1,0.0334,0.183,0,0.0419,0.846,200.469,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2887,3MpK9vnxxgYvh0CNeGvx6G,On the Road Again,5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson,3LP0jc2J6fvhpVTKWzvFUk,148106,10/2/2001,54,0.731,0.716,4,-7.962,1,0.0417,0.687,0.000882,0.597,0.777,111.281,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2888,6NaQDBNUP6LcsZklHizAki,Everything That Glitters (Is Not Gold),55yEsJBqyn27JPsw5hHzqi,Dan Seals,7fAh0pvsmKl2HbkuUmoiMI,292626,1/1/1985,54,0.654,0.259,4,-16.728,1,0.0304,0.726,0,0.0541,0.466,112.1,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2889,6h2uiSGYI1oLzYg0MvBs6v,You're The Reason God Made Oklahoma,2SmICejsbfW9xy1ZFt9C1q,David Frizzell,2pVU6L8o7hWWLkRHyrTkbI,204386,2009,53,0.463,0.345,9,-12.011,1,0.0307,0.536,0,0.146,0.358,97.7,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2890,5IHlCoNGoJ4LGEEiB8Gpbl,You Never Gave Up On Me,6OheJTrDFGiyZ67F1BBLhc,Crystal Gayle,5aimlnSDRmHRGfVReDwLqa,189626,1/1/2007,45,0.652,0.326,4,-9.587,1,0.0449,0.858,0,0.0662,0.174,77.192,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2891,60Vbhlv3GUL8fNt3LLZ1nH,Honky Tonk Man,2sxmKe3CUrWnx7eoXMhOlW,Dwight Yoakam,5AlW0VTEaK7DuekbCSOhdm,167426,1984,53,0.673,0.84,4,-5.115,1,0.0385,0.124,5.68E-05,0.175,0.749,144.165,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2892,6uvT4Di9ZRBw5cbexZJDts,Highwayman,5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson,3DDUesugWE5mJjTF5HFsRg,182973,9/26/2006,53,0.675,0.448,11,-13.175,0,0.0389,0.541,0.0135,0.126,0.441,101.344,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2893,5jVGZTrDusSvwhRDPmZMSB,A Country Boy Can Survive,2dyeCWctcFRt3Pha76ONgb,"Hank Williams, Jr.",7C47twqxgIByOAH9b5Ysh7,255000,8/22/2000,53,0.688,0.459,7,-9.353,1,0.0365,0.144,0,0.0816,0.493,75.184,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2894,2RB2xSlVoMRhINO0SruNIx,Fourteen Carat Mind,3VQfHuqrRK1CNXR1V8PeR9,Gene Watson,1PKnP8QXBvGKbNWEBhxGsp,159506,1/1/1968,53,0.539,0.485,5,-15.072,1,0.0341,0.143,0,0.181,0.94,188.884,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2895,3lrlZLY4RL816J0ersG63f,Jose Cuervo,4U9hcIjDmGDdnNlfc3ebbJ,Shelly West,5TxtoLv0Y7uvgjb14Bculc,160533,1983,52,0.695,0.582,7,-9.399,1,0.0831,0.302,0,0.107,0.776,115.327,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2896,3eIc0XWlqNkT290DfwNyBJ,Don't Close Your Eyes,0bc7dhY6YXL35m1G0jVwuW,Keith Whitley,4oj3skAMdx0abpd3XtOrOo,251560,8/7/1990,52,0.618,0.271,7,-13.695,1,0.026,0.723,0.000558,0.129,0.264,78.334,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2897,2cD3pqgT9Yn4GUcGflMYdk,Love Is Alive,7MSTO40bsb3DOJQT6xLsIc,The Judds,7ddhrJqVCguGmLhvffzxkA,238506,10/15/1984,51,0.698,0.381,4,-11.281,1,0.0291,0.233,8.51E-06,0.106,0.365,86.302,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2898,4wDpjRQOvOHXE9AtNWpdVQ,Who's Gonna Fill Their Shoes,2OpqcUtj10HHvGG6h9VYC5,George Jones,4LN572kqxZfNyNgt2rGGKR,195133,1/1/1987,52,0.441,0.262,4,-13.435,1,0.0301,0.672,0,0.133,0.317,138.327,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2899,31LOzuiEqzfMZ6f8nujDVd,Roll On (Eighteen Wheeler),6rJqqRce0Kvo2dJUXoHleC,Alabama,2wxMN8hgpUMTLpD8CilSPb,262626,5/21/1984,51,0.583,0.456,5,-19.116,1,0.0578,0.115,0,0.556,0.639,131.815,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2900,50pAZTEtKGt2oAguhBrnF7,I Wish That I Could Fall In Love Today,67BqBdApdbZ0onglFqRoTg,Barbara Mandrell,69meLNQFtyhpXcye5Hf1l4,172893,9/14/1988,41,0.568,0.472,9,-11.23,1,0.0357,0.278,1.27E-05,0.322,0.793,135.343,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2901,4XZzz3KpYL7TSzRmSaIuiE,Somebody's Knockin',53I5L1MaOYGfbRM1uZ80xg,Terri Gibbs,03cq73RJU7Kvqx6WOneh9t,181666,1/1/1985,51,0.699,0.515,11,-10.816,0,0.0299,0.233,2.56E-06,0.0888,0.734,95.044,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2902,7hBrO5jpSGEbd9X6zxGxQI,All My Rowdy Friends (Have Settled Down),2dyeCWctcFRt3Pha76ONgb,"Hank Williams, Jr.",7jXiQrYTKNXnXL7WLpPqkZ,240373,1982,51,0.711,0.542,0,-10.319,1,0.0287,0.23,5.20E-06,0.28,0.813,127.002,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2903,0BM8wPzuihqUE561Poj2b7,I Got Mexico,23YxuG76RQvo4r7jChCwxK,Eddy Raven,4e9QmJZGdhtNjQVNsR183R,146466,3/4/1997,51,0.82,0.529,6,-10.08,0,0.0385,0.366,0,0.09,0.853,112.114,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2904,3Fa7jdzVHdykpioJP1Qw7Z,Stand By Me - Single Version,5kFY4Bv5VRSBsM6CUYBoTC,Mickey Gilley,64O4gYFs64wZqznblUncYM,215106,1974,51,0.666,0.42,4,-12.28,1,0.0255,0.699,0.0511,0.142,0.34,90.794,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2905,30upl1YT1suEgSDpIopSky,Any Day Now,6Sb8EHpZvyjSTT5KD9DjUZ,Ronnie Milsap,0fwjRFRzp9GeNSBpRzkiOs,222400,5/1/1982,51,0.696,0.532,5,-9.705,1,0.0237,0.148,0.00246,0.0842,0.624,103.359,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2906,3GdqfRTNtoAbYsDvipCoVg,Redneck Girl,5iB5AWIa7qreioi0AF3Bxa,The Bellamy Brothers,6vuxLk4KSm3iDUjIgPh9Cd,208493,1982,51,0.759,0.554,9,-15.167,1,0.0349,0.0831,4.92E-06,0.0895,0.913,126.994,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2907,02WLZdGJfTX1ZgshVkj2aB,Love At The Five & Dime,7ndzHjxbErIwvwnEUewMWe,Kathy Mattea,5F5np5Tdq8eWV79SNf8HHv,218293,1/1/1986,42,0.632,0.377,10,-15.327,1,0.0334,0.68,0,0.123,0.694,75.429,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2908,4vRwErUg8XwxZnMsAp5ozS,I Loved 'Em Every One,23C7hNBr8GRdsk3VoTSZXh,T.G. Sheppard,4gkofMfdkx3zQAJUv1iz6c,221280,3/30/1981,51,0.68,0.637,4,-14.561,0,0.0319,0.185,0.00968,0.0614,0.7,87.131,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2909,29ZJSsfmcSJcShl44iXuP1,That's the Way Love Goes,2ptmyXoL7poH6Zq62h1QT9,Merle Haggard,1JWqodXuHDoGHqxyATcPJb,181426,1981,51,0.81,0.268,3,-16.733,1,0.0291,0.549,0.00886,0.0943,0.625,99.686,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2910,1Eu8T7TxbcrlZ1oE8Eccxd,If Drinkin' Don't Kill Me (Her Memory Will),2OpqcUtj10HHvGG6h9VYC5,George Jones,2KBTp83WoEO5VZWf1KJMnF,189933,1980,50,0.607,0.32,6,-13.036,1,0.03,0.582,0,0.168,0.234,89.78,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2911,1wtcyTExLF8nZu9ZphHIl1,American Made,3XnO697XIus1M0cMuxZjos,The Oak Ridge Boys,6aQEjw5vvwJaBxYY0w6HJI,159866,1/1/1992,50,0.696,0.527,8,-14.275,1,0.0329,0.108,0.000897,0.0377,0.974,128.962,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2912,0gIhlWV243Z1K93QfCeJTM,To Know Him Is to Love Him - 2015 Remaster,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,4sQEu1QnbFvtYItC4mQSO4,227013,3/3/1987,52,0.323,0.196,8,-16.247,1,0.0327,0.767,0.000539,0.0948,0.354,174.656,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2913,7A7gHOXvDJ12CRfiZ18Uro,Tight Fittin' Jeans,7gi3jmwpUpNWdswT8eEprF,Conway Twitty,1Qj1C6YA9SQvuJsgsZdeTE,170266,1/1/1999,50,0.707,0.546,4,-11.398,1,0.0429,0.191,7.37E-05,0.145,0.861,102.417,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2914,1IyktkUQ3ktjlc6eDXG967,Nobody,4MTyRJuQSGVdZQNUI4xRiR,Sylvia,2dOjFe0Q4iaGfrB6lQULEV,199200,6/15/1982,50,0.764,0.448,0,-12.371,1,0.0336,0.249,0,0.107,0.868,124.226,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2915,6stD0CS3QFs2yY3CoBfK8K,Diggin' Up Bones,1pTuR132U5b4Rizal2Pr7m,Randy Travis,3mr4jvGT5p1vw3zxySiCss,179373,9/24/2010,50,0.703,0.575,0,-8.215,1,0.0261,0.361,0,0.0692,0.869,85.672,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2916,6Rk2hVIgI9Fh6hvZT6n0ky,Through The Years,4tw2Lmn9tTPUv7Gy7mVPI4,Kenny Rogers,2o4ZbNsv2tjlYkAnbBKzrP,262079,9/21/2018,50,0.557,0.475,0,-7.115,1,0.0268,0.241,0,0.139,0.243,130.782,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2917,2bYp7DYfjXULM24FUh9Z3Q,Seven Year Ache,6lx6XS8umFqYRVbBErx9fE,Rosanne Cash,2Wc3y0qSYX4fxYBWeiYnFa,194853,11/8/2005,50,0.747,0.568,9,-8.651,0,0.0319,0.475,0.000165,0.127,0.684,121.615,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2918,0NBKvnJAAG865ENj9bOhvD,I Ain't Living Long Like This,7wCjDgV6nqBsHguQXPAaIM,Waylon Jennings,76v3XMhmRuxlakE6e3lKox,286120,5/1/2007,50,0.622,0.749,9,-10.201,1,0.0301,0.178,0.603,0.111,0.78,145.018,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2919,5fv9qtXwNV6Xx3P9bRed5i,Old Hippie,5iB5AWIa7qreioi0AF3Bxa,The Bellamy Brothers,546Y4nzoT1Y85502L87DSf,247040,3/16/1992,50,0.691,0.497,11,-13.248,1,0.0473,0.038,5.94E-06,0.0859,0.701,103.893,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
2920,7FsM2MPjPCdgYld4NsvO0f,My Favorite Memory,2ptmyXoL7poH6Zq62h1QT9,Merle Haggard,1JWqodXuHDoGHqxyATcPJb,185573,1981,50,0.452,0.158,2,-14.317,1,0.0358,0.874,0.000527,0.0846,0.134,129.822,37i9dQZF1DX6RCydf9ytsj,80s Country,Country
